variant,seed,checkpoint,score_main,tstr_macro_f1,disc_auc_gap,unconditional_w1,conditional_w1,train_seconds,eval_seconds
baseline_fm,0,1000,0.5697594568048431,0.408606338412846,0.4941636731578427,0.730796130796007,0.90648517173587,212.6085774898529,182.5141670703888
baseline_fm,0,2000,0.4212085722667645,0.274510821150655,0.4197999127955625,0.22964286279623947,0.39520572281124333,425.219952583313,182.82915329933167
baseline_fm,0,4000,0.362449621118569,0.47568598707468607,0.4076086397680174,0.26220198567630687,0.33146402949460674,667.7439918518066,182.79242658615112
baseline_fm,0,8000,0.3477425059117351,0.4564732621897271,0.3870728191823112,0.22188409250980232,0.2970925762367615,958.5845561027527,169.9154703617096
baseline_fm,0,12000,0.3683521726085424,0.4712233750962467,0.42597385982345487,0.24372207916390118,0.3517372592823778,1247.2467477321625,169.95979380607605
baseline_fm,0,16000,0.3826818116019329,0.3614932585473611,0.4411165815561175,0.18781023468308256,0.32258982489569743,1537.2176990509033,170.00393843650818
baseline_fm,0,20000,0.4081591826500293,0.39176381552294687,0.4297655327631201,0.2851175840580288,0.41130598135680035,1829.8151016235352,169.8403763771057
baseline_fm,1,1000,0.57027689615041,0.39033383566616536,0.49529045341343747,0.7258922680512677,0.878627939573165,199.51730036735535,170.20844078063965
baseline_fm,1,2000,0.4386783143591126,0.3046673435853772,0.4408998078691102,0.2944304293515395,0.43453920960137876,398.9298679828644,170.06012058258057
baseline_fm,1,4000,0.3714397224618147,0.4152351654295327,0.4159382902539947,0.24142382314471908,0.30884873715625555,642.2167110443115,182.95737290382385
baseline_fm,1,8000,0.36984885787127236,0.4365852524979544,0.4033912790692067,0.26598576174188165,0.3191980231547596,945.9800260066986,183.0973961353302
baseline_fm,1,12000,0.3668209133346452,0.43301568646340405,0.4103060906423286,0.2441909698031166,0.3122985783875978,1249.7293844223022,183.030841588974
baseline_fm,1,16000,0.378917629116234,0.43609837864510076,0.42596454911132814,0.25515576251314576,0.34870498179602505,1540.6059398651123,170.21027135849
baseline_fm,1,20000,0.3776359603602713,0.47658921971617546,0.4421435454858429,0.26840081088540385,0.3607746403684182,1834.6811695098877,170.21645784378052
baseline_fm,2,1000,0.5543895659537769,0.3809381912967508,0.49610897789115094,0.6548174506400749,0.8204603190225842,200.06522297859192,170.24885654449463
baseline_fm,2,2000,0.4532260005962161,0.3197066152904631,0.4515804237473677,0.3299825643910835,0.48703889802236716,400.19788241386414,170.35521411895752
baseline_fm,2,4000,0.39922543302249397,0.3480533081965454,0.4505721440853594,0.2532869247188208,0.3083909492822463,630.0458650588989,170.29840350151062
baseline_fm,2,8000,0.3611009822905447,0.4106559767287032,0.38699135562646464,0.2294007237862831,0.2994690684610187,919.4109456539154,170.2861831188202
baseline_fm,2,12000,0.3675383059741893,0.4429207239405819,0.4077825731031695,0.25452108050434585,0.3217354868522186,1208.6998841762543,170.23882842063904
baseline_fm,2,16000,0.3851755771248955,0.3826523515655064,0.4113545005218171,0.2387328146091158,0.3474751634711965,1499.262822151184,170.17578029632568
baseline_fm,2,20000,0.34980227234807865,0.49656710613822175,0.39932280210471865,0.2234807021523412,0.3438077604082946,1793.722795009613,170.32722878456116
local_causal_ot,0,1000,0.5601887268631653,0.36903978885182886,0.4962166163768213,0.6752989566117868,0.8180337863999793,357.51707434654236,171.4450328350067
local_causal_ot,0,2000,0.4161087289893073,0.27350148114089823,0.41873034922147984,0.2378366377992922,0.3580233521430269,715.6756863594055,171.85041451454163
local_causal_ot,0,4000,0.3746168149582532,0.4576497340445367,0.40664874479987545,0.2889433682748416,0.3454131485112242,1259.9113779067993,171.63358354568481
local_causal_ot,0,8000,0.3589675743468496,0.44162872323710434,0.4055711860476401,0.24027132688722017,0.2928271898382816,2188.2164916992188,184.65300703048706
local_causal_ot,0,12000,0.3804288842427201,0.45886004534124464,0.4411322735379606,0.2666734559731728,0.3550492055148358,3110.3380613327026,184.8682107925415
local_causal_ot,0,16000,0.40439606204172773,0.3606645797162913,0.44820227647582483,0.2669945278766603,0.34145721849610206,4033.4804553985596,185.00745677947998
local_causal_ot,0,20000,0.4147012832077191,0.3956662628726589,0.4217645157704994,0.3445601904339961,0.40145806060419437,4959.777533054352,184.7695336341858
local_causal_ot,1,1000,0.5671862952901634,0.3640296976177428,0.49489228683650294,0.6958190747760676,0.8402675433730923,369.1089417934418,184.667156457901
local_causal_ot,1,2000,0.4240544292385471,0.30036962595811467,0.4334982241669479,0.27249398239147066,0.3809221698891629,738.4740715026855,184.56376838684082
local_causal_ot,1,4000,0.36518375756408333,0.4303625538677474,0.4224635472078355,0.23204892457959295,0.29737719742357976,1292.7114753723145,184.62064027786255
local_causal_ot,1,8000,0.37455085589298837,0.44449930147917,0.42035540005249467,0.27206615460325057,0.3261480678432808,2216.0206620693207,184.5286831855774
local_causal_ot,1,12000,0.3752928413867222,0.434265704267977,0.4318031470261685,0.25425061842845803,0.3201216888830077,3138.2670817375183,184.41066241264343
